0.025,0.6,0.0036,23.570114177722587,270.65917776076884,-1.3706680780850962,0
0.025,0.6,0.0034000000000000002,23.596303432926504,270.8147832164574,-1.5755085756171414,0
0.025,0.6,0.0032,23.614136792953758,271.2655425458746,-1.7920141526406212,0
0.025,0.6,0.003,23.63581450538202,271.7160306552356,-2.007785723817525,0
0.025,0.6,0.0028,23.672265116191937,271.86884469286923,-2.2086296317338245,0
0.025,0.6,0.0026,23.70113623414689,272.31855128738556,-2.4228870149442656,0
0.025,0.6,0.0024000000000000002,23.73363776480814,272.7680303217631,-2.6364687508054736,0
0.025,0.6,0.0022,23.769681338751813,273.2172472690635,-2.849329783681034,0
0.025,0.6,0.002,23.818556002037997,273.3664143535524,-3.0448746377538924,0
0.025,0.7,0.002,32.78055969098487,111.54356623604923,-2.1004395303080754,0
0.025,0.7,0.0022,32.78402350008519,110.97887513315857,-1.9214833000280311,0
0.025,0.7,0.0024000000000000002,32.784922910948445,110.68802423243638,-1.8190190559589718,0
0.025,0.7,0.0026,32.792990231695335,110.12816871598014,-1.6463105022881235,0
0.025,0.7,0.0028,32.803699032536485,109.5709073865816,-1.476832370477755,0
0.025,0.7999999999999999,0.002,32.80637327385106,110.74741262497841,-1.9652432375687277,0
0.025,0.7999999999999999,0.0022,32.80729925728467,110.45847178641863,-1.8654588165100872,0
0.025,0.7999999999999999,0.0024000000000000002,32.81506420435885,109.90045064350254,-1.6951892293306818,0
0.025,0.7,0.003,32.81692502727868,109.01618723040805,-1.3105112833852934,0
0.025,0.7999999999999999,0.0026,32.81855167088602,109.61466038114935,-1.5996295267463863,0
0.025,0.7,0.0032,32.823604555473366,108.73330728250497,-1.2188603215816893,0
0.025,0.8999999999999999,0.002,32.82548453174027,110.21792946870583,-1.8822892721928552,0
0.025,0.7999999999999999,0.0028,32.83029407128113,109.0604856386778,-1.4341424381179635,0
0.025,0.8999999999999999,0.0022,32.83337617928922,109.66189357181113,-1.714689546642372,0
0.025,0.7999999999999999,0.003,32.83610300772952,108.77771802764427,-1.3426329512797885,0
0.025,0.8999999999999999,0.0024000000000000002,32.83694716891434,109.37749244696766,-1.6210351116913249,0
0.025,0.7,0.0034000000000000002,32.84058780728977,108.18301329596596,-1.0582114900603177,0
0.025,0.8999999999999999,0.0026,32.841367119492425,109.09422938028766,-1.5289280106271839,0
0.025,0.8999999999999999,0.0028,32.846601565425914,108.81208335878308,-1.4383378687564008,0
0.025,1.0,0.002,32.84898429870721,109.4157264371483,-1.7137981507927806,0
0.025,0.7999999999999999,0.0032,32.851524122456404,108.22725775659738,-1.1817445181940678,0
0.025,1.0,0.0022,32.852794417325605,109.13273960736952,-1.6220850743713677,0
0.024,0.6,0.002,32.8532425861844,111.1882304066841,-2.34423375833001,0
0.024,0.6,0.0022,32.853255300227076,110.6220245527211,-2.163747160516982,0
0.024,0.6,0.0024000000000000002,32.856357848087605,110.05910307287725,-1.9875079800984259,0
0.025,1.0,0.0024000000000000002,32.85739484419011,108.85070967061031,-1.5316474729969618,0
0.025,0.7999999999999999,0.0034000000000000002,32.85943011343973,107.94738556030225,-1.0941030213339487,0
0.025,0.7,0.0036,32.85976776151254,107.63511501279373,-0.9005365036635198,0
0.025,0.8999999999999999,0.003,32.8609014168756,108.26207845706791,-1.2781503968424606,0
0.024,0.6,0.0026,32.862376964190425,109.49937544767853,-1.8153884302615604,0
0.025,1.0,0.0026,32.8627580968006,108.56962110885682,-1.4424630184508955,0
0.025,1.0999999999999999,0.002,32.86676848947127,108.88245470030704,-1.608249468923576,0
0.025,0.7999999999999999,0.0036,32.86806143851937,107.66877872064308,-1.0082061841479348,0
0.025,0.8999999999999999,0.0032,32.868166533018545,107.98236390973449,-1.1907289154578895,0
0.025,1.0,0.0028,32.86885749786132,108.2894586172599,-1.354509660022963,0
0.025,0.7,0.0038000000000000004,32.8697986873024,107.35764423882128,-0.8162476394429925,0
0.024,0.6,0.0028,32.871147362197064,108.94275330067472,-1.647263432554144,0
0.025,1.0999999999999999,0.0022,32.871652136858096,108.60164614132606,-1.5194769625598237,0
0.025,0.6,0.0038000000000000004,32.87320162739421,107.04584916783507,-0.6032082920636971,0
0.025,1.0,0.003,32.875667162269984,108.0102071023159,-1.2677656230363201,0
0.025,0.8999999999999999,0.0034000000000000002,32.87613907520716,107.7037004616386,-1.1047290939860035,0
0.025,1.0999999999999999,0.0024000000000000002,32.87725335411519,108.32164645506518,-1.4317584170192301,0
0.025,1.2,0.002,32.87749145750251,108.61734567314113,-1.567092597363442,0
0.025,1.0999999999999999,0.0028,32.88206880099141,108.03241256990448,-1.3299247672631012,0
0.024,0.6,0.003,32.882510916237344,108.38914664946512,-1.4830047738052339,0
0.025,1.2,0.0022,32.882903053532196,108.33815137513224,-1.4805708509892066,0
0.024,0.7,0.002,32.883125275660284,110.40617239748696,-2.2463927829564443,0
0.025,1.0,0.0032,32.88316189374964,107.73185104553116,-1.1822084307670933,0
0.025,1.0999999999999999,0.0026,32.883550418804006,108.04244436061282,-1.3450777224227013,0
0.025,0.8999999999999999,0.0036,32.884790083393966,107.42607375614568,-1.0201304386097727,0
0.024,0.7,0.0022,32.885659324923495,109.84587417860037,-2.0735809393809044,0
0.025,0.7999999999999999,0.0038000000000000004,32.888044753043296,107.12341069206593,-0.8536818565985826,0
0.025,1.2,0.0024000000000000002,32.88898246586549,108.05965749193021,-1.3949402578135128,0
0.025,1.0999999999999999,0.003,32.88921538515779,107.75452781557036,-1.2450697379286453,0
0.024,0.7,0.0024000000000000002,32.89090754904735,109.28813834684215,-1.9039597163647008,0
0.025,1.0,0.0034000000000000002,32.89131702498677,107.45437314211217,-1.0978128262573945,0
0.025,0.7,0.004,32.8921954151525,106.81388912598014,-0.6638553966623245,0
0.025,0.8999999999999999,0.0038000000000000004,32.894090778656235,107.14946360238271,-0.9369034298092427,0
0.025,1.2999999999999998,0.002,32.89511813603653,108.08274515021975,-1.4501544919135652,0
0.025,1.2,0.0026,32.8957116263111,107.78185331378629,-1.3101853305176632,0
0.024,0.6,0.0032,32.89631866294965,107.83847517007365,-1.3224988102899011,0
0.025,1.0999999999999999,0.0032,32.89700324603373,107.4774080030167,-1.1612052912881627,0
0.025,0.6,0.004,32.89821027133764,106.50382026732008,-0.45306804585505206,0
0.025,0.7999999999999999,0.004,32.898482529313696,106.84752126846077,-0.771400830194792,0
0.024,0.7,0.0026,32.898747422640845,108.7329079538392,-1.7374449774581702,0
0.025,1.0,0.0036,32.900109457597495,107.17776216459588,-1.0145628562565854,0
0.025,1.2999999999999998,0.0024000000000000002,32.90017327061949,107.7962880391012,-1.3522483664190452,0
0.025,1.2999999999999998,0.0022,32.90151950666046,107.80516683181098,-1.3657274622527968,0
